PhraseId,SentenceId,Phrase,Sentiment
4660,177,children 's,2
4661,177,children,3
4662,177,in the truest sense,3
4663,177,the truest sense,2
4664,177,truest sense,3
4665,177,truest,2
4666,178,Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .,0
4667,178,Horrendously amateurish,2
4668,178,Horrendously,1
4669,178,amateurish,1
4670,178,filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .,0
4671,178,filmmaking that is plainly dull and visually ugly when it is n't incomprehensible,0
4672,178,that is plainly dull and visually ugly when it is n't incomprehensible,1
4673,178,is plainly dull and visually ugly when it is n't incomprehensible,0
4674,178,is plainly dull and visually ugly,1
4675,178,plainly dull and visually ugly,0
4676,178,plainly dull and,2
4677,178,plainly dull,1
4678,178,plainly,2
4679,178,visually ugly,1
4680,178,when it is n't incomprehensible,1
4681,178,it is n't incomprehensible,2
4682,178,is n't incomprehensible,2
4683,178,incomprehensible,1
4684,179,"Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",4
4685,179,Beautifully,4
4686,179,"crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",4
4687,179,"crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",3
4688,179,"crafted ,",3
4689,179,crafted,3
4690,179,"engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",4
4691,179,"filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",4
4692,179,"that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",3
4693,179,"should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",4
4694,179,"attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",3
4695,179,attract,2
4696,179,"upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",3
4697,179,upscale audiences,2
4698,179,upscale,3
4699,179,audiences,2
4700,179,"hungry for quality and a nostalgic , twisty yarn that will keep them guessing",3
4701,179,hungry,2
4702,179,"for quality and a nostalgic , twisty yarn that will keep them guessing",3
4703,179,"quality and a nostalgic , twisty yarn that will keep them guessing",4
4704,179,quality and,2
4705,179,quality,3
4706,179,"a nostalgic , twisty yarn that will keep them guessing",3
4707,179,"a nostalgic , twisty yarn",2
4708,179,"nostalgic , twisty yarn",3
4709,179,nostalgic,3
4710,179,", twisty yarn",3
4711,179,twisty yarn,2
4712,179,twisty,2
4713,179,yarn,2
4714,179,that will keep them guessing,3
4715,179,will keep them guessing,2
4716,179,keep them guessing,3
4717,179,them guessing,2
4718,179,guessing,2
4719,180,An awkwardly contrived exercise in magic realism .,1
4720,180,An awkwardly contrived exercise in magic realism,0
4721,180,An awkwardly contrived exercise,1
4722,180,awkwardly contrived exercise,1
4723,180,awkwardly,2
4724,180,contrived exercise,2
4725,180,in magic realism,2
4726,180,magic realism,2
4727,180,magic,2
4728,180,realism,2
4729,181,"The punch lines that miss , unfortunately , outnumber the hits by three-to-one .",1
4730,181,The punch lines that miss,1
4731,181,The punch lines,3
4732,181,punch lines,2
4733,181,punch,2
4734,181,lines,2
4735,181,that miss,1
4736,181,miss,1
4737,181,", unfortunately , outnumber the hits by three-to-one .",2
4738,181,"unfortunately , outnumber the hits by three-to-one .",1
4739,181,unfortunately,1
4740,181,", outnumber the hits by three-to-one .",2
4741,181,outnumber the hits by three-to-one .,1
4742,181,outnumber the hits by three-to-one,2
4743,181,outnumber the hits,2
4744,181,outnumber,2
4745,181,the hits,2
4746,181,hits,2
4747,181,by three-to-one,2
4748,181,three-to-one,2
4749,182,"Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",3
4750,182,Like Smoke Signals,2
4751,182,Smoke Signals,3
4752,182,Smoke,2
4753,182,Signals,2
4754,182,", the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",3
4755,182,the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,4
4756,182,is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,3
4757,182,imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,3
4758,182,imbued,2
4759,182,with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,4
4760,182,strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,3
4761,182,strong themes of familial ties and,3
4762,182,strong themes of familial ties,3
4763,182,strong themes,3
4764,182,themes,2
4765,182,of familial ties,2
4766,182,familial ties,2
4767,182,familial,3
4768,182,spirituality that are powerful and moving without stooping to base melodrama,4
4769,182,spirituality,2
4770,182,that are powerful and moving without stooping to base melodrama,3
4771,182,are powerful and moving without stooping to base melodrama,4
4772,182,powerful and moving without stooping to base melodrama,3
4773,182,powerful and moving,4
4774,182,powerful and,3
4775,182,moving,3
4776,182,without stooping to base melodrama,2
4777,182,stooping to base melodrama,1
4778,182,stooping,1
4779,182,to base melodrama,2
4780,182,base melodrama,2
4781,182,base,2
4782,182,melodrama,2
4783,183,Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .,3
4784,183,Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,4
4785,183,Evokes,3
4786,183,the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,4
4787,183,the style and flash,2
4788,183,style and flash,3
4789,183,style and,3
4790,183,style,2
4791,183,flash,2
4792,183,of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,4
4793,183,the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,3
4794,183,the double-cross,2
4795,183,double-cross,2
4796,183,that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,4
4797,183,made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,3
4798,183,Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,4
4799,183,Mamet 's `` House of Games '' and last fall 's `` Heist '',2
4800,183,Mamet 's `` House of Games '' and,2
4801,183,Mamet 's `` House of Games '',2
4802,183,`` House of Games '',2
4803,183,House of Games '',2
4804,183,House of Games,2
4805,183,of Games,2
4806,183,last fall 's `` Heist '',2
4807,183,last fall 's,2
4808,183,fall 's,3
4809,183,`` Heist '',2
4810,183,Heist '',2
4811,183,Heist,2
4812,183,so much fun,4
4813,184,"The film aims to be funny , uplifting and moving , sometimes all at once .",3
4814,184,"aims to be funny , uplifting and moving , sometimes all at once .",4
4815,184,"aims to be funny , uplifting and moving , sometimes all at once",3
4816,184,"aims to be funny , uplifting and moving , sometimes",3
4817,184,"to be funny , uplifting and moving , sometimes",3
4818,184,"be funny , uplifting and moving , sometimes",3
4819,184,"be funny , uplifting and moving ,",3
4820,184,"be funny , uplifting and moving",3
4821,184,"funny , uplifting and moving",4
4822,184,", uplifting and moving",4
4823,184,uplifting and moving,4
4824,184,uplifting and,3
4825,184,uplifting,3
4826,184,all at once,2
4827,184,at once,2
4828,185,"At a brief 42 minutes , we need more X and less blab .",2
4829,185,At a brief 42 minutes,2
4830,185,a brief 42 minutes,2
4831,185,brief 42 minutes,2
4832,185,brief,2
4833,185,42 minutes,2
4834,185,42,2
4835,185,", we need more X and less blab .",1
4836,185,we need more X and less blab .,2
4837,185,need more X and less blab .,1
4838,185,need more X and less blab,1
4839,185,need,2
4840,185,more X and less blab,2
4841,185,more X and,2
4842,185,more X,3
4843,185,X,2
4844,185,less blab,1
4845,185,blab,1
4846,186,The Spalding Gray equivalent of a teen gross-out comedy .,2
4847,186,The Spalding Gray equivalent of a teen gross-out comedy,1
4848,186,The Spalding Gray equivalent,2
4849,186,Spalding Gray equivalent,2
4850,186,Spalding,2
4851,186,Gray equivalent,2
4852,186,Gray,2
4853,186,of a teen gross-out comedy,2
4854,186,a teen gross-out comedy,2
4855,186,teen gross-out comedy,2
4856,186,teen,2
4857,186,gross-out comedy,2
4858,186,gross-out,2
4859,187,There 's a great deal of corny dialogue and preposterous moments .,1
4860,187,'s a great deal of corny dialogue and preposterous moments .,2
4861,187,'s a great deal of corny dialogue and preposterous moments,0
4862,187,a great deal of corny dialogue and preposterous moments,1
4863,187,a great deal,3
4864,187,great deal,3
4865,187,deal,2
4866,187,of corny dialogue and preposterous moments,0
4867,187,corny dialogue and preposterous moments,0
4868,187,dialogue and preposterous moments,1
4869,187,and preposterous moments,2
4870,187,preposterous moments,1
4871,187,preposterous,0
4872,188,Uneven but a lot of fun .,3
4873,188,Uneven but a lot of fun,3
4874,188,Uneven but a lot,2
4875,188,Uneven,1
4876,188,but a lot,2
4877,188,of fun,3
4878,189,The result might look like Vulgar .,2
4879,189,The result,2
4880,189,result,2
4881,189,might look like Vulgar .,1
4882,189,might look like Vulgar,2
4883,189,look like Vulgar,2
4884,189,like Vulgar,2
4885,190,The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .,0
4886,190,The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic,1
4887,190,The film rehashes several old themes and is capped with pointless extremes --,1
4888,190,The film rehashes several old themes and is capped with pointless extremes,1
4889,190,rehashes several old themes and is capped with pointless extremes,1
4890,190,rehashes several old themes and,2
4891,190,rehashes several old themes,1
4892,190,rehashes,1
4893,190,several old themes,1
4894,190,several,2
4895,190,old themes,2
4896,190,old,2
4897,190,is capped with pointless extremes,0
4898,190,capped with pointless extremes,0
4899,190,capped,2
4900,190,with pointless extremes,0
4901,190,pointless extremes,1
4902,190,pointless,0
4903,190,extremes,2
4904,190,it 's insanely violent and very graphic,3
4905,190,'s insanely violent and very graphic,1
4906,190,insanely violent and very graphic,1
4907,190,insanely violent and,2
4908,190,insanely violent,1
4909,190,insanely,2
4910,190,very graphic,2
4911,190,graphic,2
4912,191,The dragons are the real stars of Reign of Fire and you wo n't be disappointed .,3
4913,191,The dragons are the real stars of Reign of Fire and you wo n't be disappointed,3
4914,191,The dragons are the real stars of Reign of Fire and,3
4915,191,The dragons are the real stars of Reign of Fire,2
4916,191,The dragons,2
4917,191,dragons,1
4918,191,are the real stars of Reign of Fire,2
4919,191,the real stars of Reign of Fire,2
4920,191,the real stars,2
4921,191,real stars,3
4922,191,real,3
4923,191,of Reign of Fire,2
4924,191,Reign of Fire,2
4925,191,Reign,3
4926,191,of Fire,2
4927,191,Fire,1
4928,191,you wo n't be disappointed,4
4929,191,wo n't be disappointed,3
4930,191,wo n't,2
4931,191,wo,2
4932,191,be disappointed,0
4933,191,disappointed,1
4934,192,It never plays as dramatic even when dramatic things happen to people .,1
4935,192,never plays as dramatic even when dramatic things happen to people .,0
4936,192,plays as dramatic even when dramatic things happen to people .,2
4937,192,plays as dramatic even when dramatic things happen to people,2
4938,192,plays as dramatic,3
4939,192,as dramatic,2
4940,192,dramatic,3
4941,192,even when dramatic things happen to people,2
4942,192,when dramatic things happen to people,2
4943,192,dramatic things happen to people,1
4944,192,dramatic things,2
4945,192,happen to people,2
4946,192,happen,2
4947,192,to people,2
4948,193,Manages to please its intended audience -- children -- without placing their parents in a coma-like state .,3
4949,193,Manages,2
4950,193,to please its intended audience -- children -- without placing their parents in a coma-like state .,3
4951,193,to please its intended audience -- children -- without placing their parents in a coma-like state,3
4952,193,please its intended audience -- children -- without placing their parents in a coma-like state,2
4953,193,please its intended audience -- children --,2
4954,193,its intended audience -- children --,3
4955,193,its intended audience,2
4956,193,intended audience,2
4957,193,intended,2
4958,193,-- children --,2
4959,193,children --,2
4960,193,without placing their parents in a coma-like state,3
4961,193,placing their parents in a coma-like state,2
4962,193,placing their parents,3
4963,193,placing,2
4964,193,their parents,2
4965,193,in a coma-like state,2
4966,193,a coma-like state,1
4967,193,coma-like state,1
4968,193,coma-like,2
4969,193,state,2
4970,194,The movie generates plot points with a degree of randomness usually achieved only by lottery drawing .,1
4971,194,generates plot points with a degree of randomness usually achieved only by lottery drawing .,0
4972,194,generates plot points with a degree of randomness usually achieved only by lottery drawing,2
4973,194,generates plot points,3
4974,194,generates,2
4975,194,plot points,2
4976,194,with a degree of randomness usually achieved only by lottery drawing,1
4977,194,a degree of randomness usually achieved only by lottery drawing,1
4978,194,a degree,2
4979,194,degree,2
4980,194,of randomness usually achieved only by lottery drawing,1
4981,194,randomness usually achieved only by lottery drawing,1
4982,194,randomness,2
4983,194,usually achieved only by lottery drawing,2
4984,194,achieved only by lottery drawing,2
4985,194,achieved only,2
4986,194,achieved,3
4987,194,by lottery drawing,2
4988,194,lottery drawing,2
4989,194,lottery,2
4990,194,drawing,2
4991,195,"Though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",2
4992,195,Though the film never veers from its comic course,2
4993,195,the film never veers from its comic course,3
4994,195,never veers from its comic course,3
4995,195,veers from its comic course,1
4996,195,veers,1
4997,195,from its comic course,3
4998,195,its comic course,3
4999,195,comic course,2
5000,195,course,2
5001,195,", its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",1
5002,195,its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .,1
5003,195,its unintentional parallels,2
5004,195,unintentional parallels,2
5005,195,unintentional,2
5006,195,parallels,2
5007,195,might inadvertently evoke memories and emotions which are anything but humorous .,2
5008,195,might inadvertently evoke memories and emotions which are anything but humorous,2
5009,195,might inadvertently evoke memories and emotions which are anything but,1
5010,195,might inadvertently evoke memories and emotions which are anything,2
5011,195,might inadvertently,2
5012,195,inadvertently,2
5013,195,evoke memories and emotions which are anything,3
5014,195,evoke,2
5015,195,memories and emotions which are anything,2
5016,195,memories and emotions,2
5017,195,memories and,2
5018,195,memories,2
5019,195,which are anything,2
5020,195,are anything,2
5021,195,humorous,3
5022,196,The film can depress you about life itself .,1
5023,196,can depress you about life itself .,1
5024,196,can depress you about life itself,0
5025,196,depress you about life itself,1
5026,196,depress you,0
5027,196,depress,1
5028,196,about life itself,2
5029,196,life itself,2
5030,197,"If you saw it on TV , you 'd probably turn it off , convinced that you had already seen that movie .",1
5031,197,If you saw it on TV,2
5032,197,you saw it on TV,2
5033,197,saw it on TV,2
5034,197,saw it,2
5035,197,saw,2
5036,197,on TV,2
5037,197,TV,3
5038,197,", you 'd probably turn it off , convinced that you had already seen that movie .",1
5039,197,"you 'd probably turn it off , convinced that you had already seen that movie .",1
5040,197,"'d probably turn it off , convinced that you had already seen that movie .",1
5041,197,"'d probably turn it off , convinced that you had already seen that movie",1
5042,197,"'d probably turn it off , convinced",2
5043,197,"'d probably turn it off ,",1
5044,197,'d probably turn it off,1
5045,197,'d probably,2
5046,197,turn it off,1
5047,197,turn it,2
5048,197,convinced,3
5049,197,that you had already seen that movie,1
5050,197,you had already seen that movie,1
5051,197,had already seen that movie,2
5052,197,had already,2
5053,197,already,2
5054,197,seen that movie,2
5055,197,that movie,2
5056,198,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,1
5057,198,You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools,2
5058,198,You get the impression that writer and director Burr Steers knows the territory ... but,2
5059,198,You get the impression that writer and director Burr Steers knows the territory ...,3
5060,198,You get the impression that writer and director Burr Steers knows the territory,2
5061,198,get the impression that writer and director Burr Steers knows the territory,3
5062,198,get the impression,2
5063,198,the impression,2
5064,198,impression,3
5065,198,that writer and director Burr Steers knows the territory,3
5066,198,writer and director Burr Steers knows the territory,3
5067,198,writer and director Burr Steers,2
5068,198,writer and,2
5069,198,director Burr Steers,2
5070,198,knows the territory,2
5071,198,the territory,2
5072,198,territory,2
5073,198,his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools,2
5074,198,his sense of humor,2
5075,198,his sense,2
5076,198,of humor,2
5077,198,humor,4
5078,198,has yet to lose the smug self-satisfaction usually associated with the better private schools,2
5079,198,has yet,2
5080,198,to lose the smug self-satisfaction usually associated with the better private schools,1
5081,198,lose the smug self-satisfaction usually associated with the better private schools,2
5082,198,lose,1
5083,198,the smug self-satisfaction usually associated with the better private schools,1
5084,198,the smug self-satisfaction,1
5085,198,smug self-satisfaction,0
5086,198,smug,1
5087,198,self-satisfaction,2
5088,198,usually associated with the better private schools,2
5089,198,associated with the better private schools,2
5090,198,associated,2
5091,198,with the better private schools,2
5092,198,the better private schools,2
5093,198,better private schools,2
5094,198,private schools,2
5095,198,private,2
5096,198,schools,2
5097,199,This is a superior horror flick .,4
5098,199,is a superior horror flick .,4
5099,199,is a superior horror flick,4
5100,199,a superior horror flick,3
5101,199,superior horror flick,4
5102,199,superior,3
5103,199,horror flick,2
5104,200,The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .,2
5105,200,The movie 's heavy-handed screenplay,1
5106,200,heavy-handed screenplay,2
5107,200,heavy-handed,1
5108,200,navigates a fast fade into pomposity and pretentiousness .,1
5109,200,navigates a fast fade into pomposity and pretentiousness,1
5110,200,navigates a fast fade,2
5111,200,navigates,2
5112,200,a fast fade,1
5113,200,fast fade,1
5114,200,fast,2
5115,200,fade,2
5116,200,into pomposity and pretentiousness,1
5117,200,pomposity and pretentiousness,0
5118,200,pomposity and,3
5119,200,pomposity,1
5120,200,pretentiousness,1
5121,201,A little weak -- and it is n't that funny .,1
5122,201,A little weak,1
5123,201,A little,2
5124,201,weak,1
5125,201,-- and it is n't that funny .,1
5126,201,and it is n't that funny .,1
5127,201,and it is n't that funny,1
5128,201,it is n't that funny,1
5129,201,is n't that funny,1
5130,201,that funny,2
5131,202,But they do n't fit well together and neither is well told .,1
5132,202,they do n't fit well together and neither is well told .,1
5133,202,they do n't fit well together and neither is well told,1
5134,202,they do n't fit well together and,1
5135,202,they do n't fit well together,1
5136,202,do n't fit well together,1
5137,202,fit well together,3
5138,202,well together,3
5139,202,together,2
5140,202,neither is well told,1
5141,202,is well told,4
5142,202,is well,3
5143,202,told,2
5144,203,Being latently gay and liking to read are hardly enough .,2
5145,203,Being latently gay and liking to read,2
5146,203,Being latently gay and,2
5147,203,Being latently gay,1
5148,203,latently gay,1
5149,203,latently,2
5150,203,liking to read,2
5151,203,liking,3
5152,203,to read,2
5153,203,read,2
5154,203,are hardly enough .,1
5155,203,are hardly enough,1
5156,203,hardly enough,1
5157,203,hardly,2
5158,203,enough,2
5159,204,More sophisticated and literate than such pictures usually are ... an amusing little catch .,3
5160,204,More sophisticated and literate than such pictures usually are ... an amusing little catch,3
5161,204,More sophisticated and literate than such pictures usually are ...,4
5162,204,More sophisticated and literate than such pictures usually are,3
5163,204,More sophisticated and literate than such pictures,3
5164,204,More sophisticated and literate than,2
5165,204,More sophisticated and,3
5166,204,More sophisticated,2
5167,204,sophisticated,3
5168,204,literate than,2
5169,204,literate,4
5170,204,such pictures,2
5171,204,such,2
5172,204,pictures,2
5173,204,usually are,2
5174,204,an amusing little catch,3
5175,204,amusing little catch,2
5176,204,little catch,3
5177,204,catch,2
5178,205,Storytelling feels slight .,1
5179,205,feels slight .,2
5180,205,feels slight,2
5181,205,slight,2
5182,206,Monte Cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .,4
5183,206,Monte Cristo,2
5184,206,Monte,2
5185,206,Cristo,2
5186,206,smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .,3
5187,206,smartly,3
5188,206,emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .,4
5189,206,emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds,4
5190,206,emphasizes the well-wrought story and,3
5191,206,emphasizes the well-wrought story,3
5192,206,the well-wrought story,4
5193,206,well-wrought story,4
5194,206,well-wrought,3
5195,206,omits needless chase scenes and swordfights as the revenge unfolds,2
5196,206,omits,1
5197,206,needless chase scenes and swordfights as the revenge unfolds,1
5198,206,needless,1
5199,206,chase scenes and swordfights as the revenge unfolds,2
5200,206,chase scenes and swordfights,2
5201,206,chase,2
5202,206,scenes and swordfights,2
5203,206,scenes and,2
5204,206,swordfights,2
5205,206,as the revenge unfolds,2
5206,206,the revenge unfolds,2
5207,206,the revenge,2
5208,206,revenge,2
5209,206,unfolds,2
5210,207,It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .,4
5211,207,'s a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .,4
5212,207,'s a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor,4
5213,207,a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor,4
5214,207,a fairy tale,3
5215,207,fairy tale,2
5216,207,fairy,2
5217,207,tale,2
5218,207,that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor,2
5219,207,comes from a renowned Indian film culture that allows Americans to finally revel in its splendor,3
5220,207,from a renowned Indian film culture that allows Americans to finally revel in its splendor,4
5221,207,a renowned Indian film culture that allows Americans to finally revel in its splendor,3
5222,207,a renowned Indian film culture,3
5223,207,renowned Indian film culture,2
5224,207,renowned,3
5225,207,Indian film culture,2
5226,207,Indian,2
5227,207,film culture,2
5228,207,that allows Americans to finally revel in its splendor,3
5229,207,allows Americans to finally revel in its splendor,3
5230,207,allows,2
5231,207,Americans to finally revel in its splendor,3
5232,207,Americans,3
5233,207,to finally revel in its splendor,3
5234,207,finally revel in its splendor,3
5235,207,revel in its splendor,3
5236,207,revel,2
5237,207,in its splendor,3
5238,207,its splendor,4
5239,207,splendor,3
5240,208,Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .,3
5241,208,Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process,3
5242,208,Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances,4
5243,208,Well-done supernatural thriller with keen insights,3
5244,208,Well-done supernatural thriller,4
5245,208,Well-done,3
5246,208,supernatural thriller,3
5247,208,supernatural,2
5248,208,with keen insights,2
5249,208,keen insights,3
5250,208,keen,3
5251,208,insights,2
5252,208,into parapsychological phenomena and the soulful nuances,3
5253,208,parapsychological phenomena and the soulful nuances,3
5254,208,parapsychological phenomena and,2
5255,208,parapsychological phenomena,2
5256,208,parapsychological,3
5257,208,phenomena,2
5258,208,the soulful nuances,3
5259,208,soulful nuances,3
5260,208,soulful,3
5261,208,nuances,3
5262,208,of the grieving process,1
5263,208,the grieving process,1
5264,208,grieving process,2
5265,208,grieving,2
5266,208,process,2
5267,209,"... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",2
5268,209,"only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",2
5269,209,only Bond,2
5270,209,Bond,2
5271,209,"can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",2
5272,209,"can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction",2
5273,209,"save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction",2
5274,209,save us,2
5275,209,save,2
5276,209,"from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction",1
5277,209,"the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction",2
5278,209,"the latest eccentric ,",2
5279,209,the latest eccentric,3
5280,209,latest eccentric,3
5281,209,eccentric,2
5282,209,super-wealthy megalomaniac bent on world domination and destruction,1
5283,209,super-wealthy megalomaniac bent,2
5284,209,super-wealthy,2
5285,209,megalomaniac bent,2
5286,209,megalomaniac,2
5287,209,bent,2
5288,209,on world domination and destruction,3
5289,209,world domination and destruction,2
5290,209,domination and destruction,1
5291,209,domination and,2
5292,209,domination,2
5293,209,destruction,1
5294,210,"It is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",0
5295,210,"is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",1
5296,210,"is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound",1
5297,210,"is depressing , ruthlessly pained and depraved ,",1
5298,210,"is depressing , ruthlessly pained and depraved",3
5299,210,"depressing , ruthlessly pained and depraved",0
5300,210,"depressing , ruthlessly pained and",2
5301,210,"depressing , ruthlessly pained",1
5302,210,"depressing ,",1
5303,210,depressing,0
5304,210,ruthlessly pained,1
5305,210,ruthlessly,2
5306,210,pained,1
5307,210,depraved,0
5308,210,the movie equivalent of staring into an open wound,0
5309,210,the movie equivalent,2
5310,210,movie equivalent,2
5311,210,of staring into an open wound,2
5312,210,staring into an open wound,2
5313,210,staring,3
5314,210,into an open wound,2
5315,210,an open wound,1
5316,210,open wound,2
5317,210,wound,2
5318,211,Damon brings the proper conviction to his role as -LRB- Jason Bourne -RRB- .,3
5319,211,Damon,2
5320,211,brings the proper conviction to his role as -LRB- Jason Bourne -RRB- .,3
5321,211,brings the proper conviction to his role as -LRB- Jason Bourne -RRB-,3
5322,211,brings the proper conviction,3
5323,211,brings,2
5324,211,the proper conviction,3
5325,211,proper conviction,2
5326,211,proper,2
5327,211,conviction,2
5328,211,to his role as -LRB- Jason Bourne -RRB-,2
5329,211,his role as -LRB- Jason Bourne -RRB-,2
5330,211,his role as,2
5331,211,role as,2
5332,211,-LRB- Jason Bourne -RRB-,2
5333,211,Jason Bourne -RRB-,2
5334,211,Jason Bourne,2
5335,211,Jason,2
5336,211,Bourne,2
5337,212,Parents beware ; this is downright movie penance .,1
5338,212,Parents beware ; this is downright movie penance,1
5339,212,Parents beware ;,3
5340,212,Parents beware,1
5341,212,beware,2
5342,212,this is downright movie penance,1
5343,212,is downright movie penance,3
5344,212,downright movie penance,1
5345,212,movie penance,2
5346,212,penance,2
5347,213,"When it 's this rich and luscious , who cares ?",3
5348,213,When it 's this rich and luscious,4
5349,213,it 's this rich and luscious,3
5350,213,'s this rich and luscious,3
5351,213,this rich and luscious,3
5352,213,rich and luscious,3
5353,213,rich and,3
5354,213,rich,3
5355,213,luscious,3
5356,213,", who cares ?",2
5357,213,who cares ?,1
5358,213,cares ?,2
5359,213,cares,3
5360,214,A singularly off-putting romantic comedy .,1
5361,214,singularly off-putting romantic comedy .,1
5362,214,singularly,2
5363,214,off-putting romantic comedy .,1
5364,214,off-putting,1
5365,214,romantic comedy .,2
5366,214,comedy .,2
5367,215,Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,2
5368,215,Director Boris von Sychowski,2
5369,215,Boris von Sychowski,2
5370,215,Boris,2
5371,215,von Sychowski,2
5372,215,von,2
5373,215,Sychowski,2
5374,215,instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,0
5375,215,instead,2
5376,215,opts for a routine slasher film that was probably more fun to make than it is to sit through .,1
5377,215,opts for a routine slasher film that was probably more fun to make than it is to sit through,1
5378,215,opts,2
5379,215,for a routine slasher film that was probably more fun to make than it is to sit through,1
5380,215,a routine slasher film that was probably more fun to make than it is to sit through,0
5381,215,a routine slasher film,2
5382,215,routine slasher film,2
5383,215,routine,2
5384,215,slasher film,1
5385,215,slasher,2
5386,215,that was probably more fun to make than it is to sit through,1
5387,215,was probably more fun to make than it is to sit through,1
5388,215,was probably,2
5389,215,more fun to make than it is to sit through,1
5390,215,fun to make than it is to sit through,1
5391,215,to make than it is to sit through,2
5392,215,make than it is to sit through,2
5393,215,than it is to sit through,1
5394,215,it is to sit through,2
5395,215,is to sit through,2
5396,215,to sit through,2
5397,215,sit through,2
5398,215,sit,2
5399,216,"Would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement .",0
5400,216,"'ve been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement .",2
5401,216,"'ve been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement",1
5402,216,'ve,2
